claim_id,unit_id,documento,pagina,seccion,tema,subtema,tipo_de_afirmacion,sujeto,afirmacion_normalizada,condiciones,excepciones,periodo,cifra_o_unidad,cita_textual,observaciones
CA-00303,A-000253,v4.1,,Part 4 -Global Rules,"Row1(header,56px):","Row1(header,56px):",cifra,"Row1(header,56px):",480 to 1023 px (tablet/ large mobile),,,,480; 1023 px,480 to 1023 px (tablet/ large mobile) [@body[251]],auto-atomized from A-000253 (paragraph); seg 1/1; tipo heuristic
CA-00304,A-000254,v4.1,,Part 4 -Global Rules,"Row1(header,56px):","Row1(header,56px):",cifra,"Row1(header,56px):",Below 480 px (small mobile),,,,480 px,Below 480 px (small mobile) [@body[252]],auto-atomized from A-000254 (paragraph); seg 1/1; tipo heuristic
CA-00305,A-000255,v4.1,,Part 4 -Global Rules,"Row1(header,56px):","Row1(header,56px):",regla,"Row1(header,56px):",Tu Sports World • Disena • BES,,,,,Tu Sports World • Disena • BES [@body[252]/txbx[0]/p[0]],auto-atomized from A-000255 (textbox_paragraph); seg 1/1; tipo heuristic
CA-00306,A-000256,v4.1,,Part 4 -Global Rules,"Row1(header,56px):","Row1(header,56px):",regla,"Row1(header,56px):",(Tu Sports World • Disena tu experiencia • Preguntale a BES],,,,,(Tu Sports World • Disena tu experiencia • Preguntale  a BES] [@body[255]],auto-atomized from A-000256 (paragraph); seg 1/1; tipo heuristic
CA-00307,A-000257,v4.1,,Part 4 -Global Rules,"Row1(header,56px):","Row1(header,56px):",regla,"Row1(header,56px):",Tu Sports World • Disena tu experiencia • BES,,,,,Tu Sports World • Disena tu experiencia • BES [@body[256]/txbx[0]/p[0]],auto-atomized from A-000257 (textbox_paragraph); seg 1/1; tipo heuristic
CA-00308,A-000258,v4.1,,Part 4 -Global Rules,Rule 3,Rule 3 - BES global widget,cifra,Rule 3,Rule 3 - BES global widget,,,,3,Rule 3 -  BES global widget [@body[262]/Heading4],auto-atomized from A-000258 (heading); seg 1/1; tipo heuristic
CA-00309,A-000259,v4.1,,Part 4 -Global Rules,Rule 3,Rule 3 - BES global widget,regla,Rule 3,"BES is the Sports World conversational AI assistant - text-first, with voice as an optional input/output mode",,,,,"BES is the Sports World conversational AI assistant - text-first, with voice as an optional input/output mode. It is implemented as a global floating widget present on every page of the site, lazy-loaded so it does not affect Largest Contentful Paint. [@body[263]]",auto-atomized from A-000259 (paragraph); seg 1/2; tipo heuristic
CA-00310,A-000259,v4.1,,Part 4 -Global Rules,Rule 3,Rule 3 - BES global widget,regla,Rule 3,"It is implemented as a global floating widget present on every page of the site, lazy-loaded so it does not affect Largest Contentful Paint.",,,,,"BES is the Sports World conversational AI assistant - text-first, with voice as an optional input/output mode. It is implemented as a global floating widget present on every page of the site, lazy-loaded so it does not affect Largest Contentful Paint. [@body[263]]",auto-atomized from A-000259 (paragraph); seg 2/2; tipo heuristic
CA-00311,A-000260,v4.1,,Part 4 -Global Rules,Rule 3,Rule 3 - BES global widget,regla,Rule 3,Floating button,,,,,Floating button. A persistent floating button appears bottom-right on every page on every viewport. Tap or click opens the chat panel. [@body[264]],auto-atomized from A-000260 (paragraph); seg 1/3; tipo heuristic
CA-00312,A-000260,v4.1,,Part 4 -Global Rules,Rule 3,Rule 3 - BES global widget,regla,Rule 3,A persistent floating button appears bottom-right on every page on every viewport,,,,,Floating button. A persistent floating button appears bottom-right on every page on every viewport. Tap or click opens the chat panel. [@body[264]],auto-atomized from A-000260 (paragraph); seg 2/3; tipo heuristic
CA-00313,A-000260,v4.1,,Part 4 -Global Rules,Rule 3,Rule 3 - BES global widget,regla,Rule 3,Tap or click opens the chat panel.,,,,,Floating button. A persistent floating button appears bottom-right on every page on every viewport. Tap or click opens the chat panel. [@body[264]],auto-atomized from A-000260 (paragraph); seg 3/3; tipo heuristic
CA-00314,A-000261,v4.1,,Part 4 -Global Rules,Rule 3,Rule 3 - BES global widget,regla,Rule 3,Chat panel,,,,,Chat panel. Slides in over the current page (does not navigate to a new URL). Mobile: full-screen panel with close button. Desktop: 420-pixel-wide right-side panel. [@body[265]],auto-atomized from A-000261 (paragraph); seg 1/4; tipo heuristic
CA-00315,A-000261,v4.1,,Part 4 -Global Rules,Rule 3,Rule 3 - BES global widget,regla,Rule 3,Slides in over the current page (does not navigate to a new URL),,,,,Chat panel. Slides in over the current page (does not navigate to a new URL). Mobile: full-screen panel with close button. Desktop: 420-pixel-wide right-side panel. [@body[265]],auto-atomized from A-000261 (paragraph); seg 2/4; tipo heuristic
CA-00316,A-000261,v4.1,,Part 4 -Global Rules,Rule 3,Rule 3 - BES global widget,regla,Rule 3,Mobile: full-screen panel with close button,,,,,Chat panel. Slides in over the current page (does not navigate to a new URL). Mobile: full-screen panel with close button. Desktop: 420-pixel-wide right-side panel. [@body[265]],auto-atomized from A-000261 (paragraph); seg 3/4; tipo heuristic
CA-00317,A-000261,v4.1,,Part 4 -Global Rules,Rule 3,Rule 3 - BES global widget,cifra,Rule 3,Desktop: 420-pixel-wide right-side panel.,,,,420-pixel-wide,Chat panel. Slides in over the current page (does not navigate to a new URL). Mobile: full-screen panel with close button. Desktop: 420-pixel-wide right-side panel. [@body[265]],auto-atomized from A-000261 (paragraph); seg 4/4; tipo heuristic
CA-00318,A-000262,v4.1,,Part 4 -Global Rules,Rule 3,Rule 3 - BES global widget,regla,Rule 3,Default mode: text input and text response,,,,,Default mode: text input and text response. A toggle in the panel header switches to voice input and voice output. [@body[266]],auto-atomized from A-000262 (paragraph); seg 1/2; tipo heuristic
CA-00319,A-000262,v4.1,,Part 4 -Global Rules,Rule 3,Rule 3 - BES global widget,regla,Rule 3,A toggle in the panel header switches to voice input and voice output.,,,,,Default mode: text input and text response. A toggle in the panel header switches to voice input and voice output. [@body[266]],auto-atomized from A-000262 (paragraph); seg 2/2; tipo heuristic
CA-00320,A-000263,v4.1,,Part 4 -Global Rules,Rule 3,Rule 3 - BES global widget,regla,Rule 3,Preguntale a BES,,,,,Preguntale a BES [@body[266]/txbx[0]/p[0]],auto-atomized from A-000263 (textbox_paragraph); seg 1/1; tipo heuristic
CA-00321,A-000264,v4.1,,Part 4 -Global Rules,Rule 3,Rule 3 - BES global widget,regla,Rule 3,Header entry point,,,,,Header entry point. The header element point that opens the same panel. [@body[268]],auto-atomized from A-000264 (paragraph); seg 1/2; tipo heuristic
CA-00322,A-000264,v4.1,,Part 4 -Global Rules,Rule 3,Rule 3 - BES global widget,regla,Rule 3,The header element point that opens the same panel.,,,,,Header entry point. The header element point that opens the same panel. [@body[268]],auto-atomized from A-000264 (paragraph); seg 2/2; tipo heuristic
CA-00323,A-000265,v4.1,,Part 4 -Global Rules,Rule 3,Rule 3 - BES global widget,cifra,Rule 3,(Rule 1)is a redundant entry,,,,1,(Rule 1)is a redundant entry [@body[269]],auto-atomized from A-000265 (paragraph); seg 1/1; tipo heuristic
CA-00324,A-000266,v4.1,,Part 4 -Global Rules,Rule 3,Rule 3 - BES global widget,regla,Rule 3,"Fallback URL. Users without JavaScript, users following a shared link, and search-",,,,,"Fallback URL. Users without JavaScript, users following a shared link, and search- [@body[271]]",auto-atomized from A-000266 (paragraph); seg 1/1; tipo heuristic
CA-00325,A-000267,v4.1,,Part 4 -Global Rules,Rule 3,Rule 3 - BES global widget,regla,Rule 3,/bes,,,,,/bes [@body[271]/txbx[0]/p[0]],auto-atomized from A-000267 (textbox_paragraph); seg 1/1; tipo heuristic
CA-00326,A-000268,v4.1,,Part 4 -Global Rules,Rule 3,Rule 3 - BES global widget,regla,Rule 3,engine indexers reach a server-rendered fallback page that hosts a graceful message and the same chat interface as a non-floating layout.,,,,,engine indexers reach a server-rendered fallback page that hosts a graceful message and the same chat interface as a non-floating layout. [@body[272]],auto-atomized from A-000268 (paragraph); seg 1/1; tipo heuristic
CA-00327,A-000269,v4.1,,Part 4 -Global Rules,Rule 3,Rule 3 - BES global widget,regla,Rule 3,Context-passing,,,,,"Context-passing. When opened, BES knows the current page type and any contextual identifiers (club tag, amenity slug, goal slug, class slug). This lets BES answer page-specific questions without the user re-stating context. [@body[273]]",auto-atomized from A-000269 (paragraph); seg 1/3; tipo heuristic
CA-00328,A-000269,v4.1,,Part 4 -Global Rules,Rule 3,Rule 3 - BES global widget,regla,Rule 3,"When opened, BES knows the current page type and any contextual identifiers (club tag, amenity slug, goal slug, class slug)","When opened, BES knows the current page type and any contextual identifiers (club tag, amenity slug, goal slug, class slug)",,,,"Context-passing. When opened, BES knows the current page type and any contextual identifiers (club tag, amenity slug, goal slug, class slug). This lets BES answer page-specific questions without the user re-stating context. [@body[273]]",auto-atomized from A-000269 (paragraph); seg 2/3; tipo heuristic
CA-00329,A-000269,v4.1,,Part 4 -Global Rules,Rule 3,Rule 3 - BES global widget,regla,Rule 3,This lets BES answer page-specific questions without the user re-stating context.,,,,,"Context-passing. When opened, BES knows the current page type and any contextual identifiers (club tag, amenity slug, goal slug, class slug). This lets BES answer page-specific questions without the user re-stating context. [@body[273]]",auto-atomized from A-000269 (paragraph); seg 3/3; tipo heuristic
CA-00330,A-000270,v4.1,,Part 4 -Global Rules,Rule 3.1,Rule 3.1 -What BES does NOT do:,cifra,Rule 3.1,Rule 3.1 -What BES does NOT do:,,,,3.1,Rule 3.1 -What BES does NOT do: [@body[275]/Heading4],auto-atomized from A-000270 (heading); seg 1/1; tipo heuristic
CA-00331,A-000271,v4.1,,Part 4 -Global Rules,Rule 3.1,Rule 3.1 -What BES does NOT do:,regla,Rule 3.1,"It does not directly execute cancellations, freezes, plan changes, or refunds",,,,,"It does not directly execute cancellations, freezes, plan changes, or refunds. It captures the request, performs basic identity validation, opens a ticket in the client's CRM, and offers to connect the user with a human advisor. [@body[276]]",auto-atomized from A-000271 (paragraph); seg 1/2; tipo heuristic
CA-00332,A-000271,v4.1,,Part 4 -Global Rules,Rule 3.1,Rule 3.1 -What BES does NOT do:,regla,Rule 3.1,"It captures the request, performs basic identity validation, opens a ticket in the client's CRM, and offers to connect the user with a human advisor.",,,,,"It does not directly execute cancellations, freezes, plan changes, or refunds. It captures the request, performs basic identity validation, opens a ticket in the client's CRM, and offers to connect the user with a human advisor. [@body[276]]",auto-atomized from A-000271 (paragraph); seg 2/2; tipo heuristic
CA-00333,A-000272,v4.1,,Part 4 -Global Rules,Rule 3.1,Rule 3.1 -What BES does NOT do:,regla,Rule 3.1,It does not answer deep health questions,,,,,It does not answer deep health questions. It redirects them to the corresponding hub [@body[277]],auto-atomized from A-000272 (paragraph); seg 1/2; tipo heuristic
CA-00334,A-000272,v4.1,,Part 4 -Global Rules,Rule 3.1,Rule 3.1 -What BES does NOT do:,regla,Rule 3.1,It redirects them to the corresponding hub,,,,,It does not answer deep health questions. It redirects them to the corresponding hub [@body[277]],auto-atomized from A-000272 (paragraph); seg 2/2; tipo heuristic
CA-00335,A-000273,v4.1,,Part 4 -Global Rules,Rule 3.1,Rule 3.1 -What BES does NOT do:,regla,Rule 3.1,( Bajar de peso or off.,,,,,( Bajar de peso or off. [@body[279]],auto-atomized from A-000273 (paragraph); seg 1/1; tipo heuristic
CA-00336,A-000274,v4.1,,Part 4 -Global Rules,Rule 3.1,Rule 3.1 -What BES does NOT do:,regla,Rule 3.1,rehabilitation,,,,,rehabilitation [@body[279]/txbx[0]/p[0]],auto-atomized from A-000274 (textbox_paragraph); seg 1/1; tipo heuristic
CA-00337,A-000275,v4.1,,Part 4 -Global Rules,Rule 3.1,Rule 3.1 -What BES does NOT do:,regla,Rule 3.1,It does not promise outcomes.,,,,,It does not promise outcomes. [@body[280]],auto-atomized from A-000275 (paragraph); seg 1/1; tipo heuristic
CA-00338,A-000276,v4.1,,Part 4 -Global Rules,Rule 3.1,Rule 3.1 -What BES does NOT do:,regla,Rule 3.1,"goal hub), which carries the medical reviewer's sign-",,,,,"goal hub), which carries the medical reviewer's sign- [@body[281]]",auto-atomized from A-000276 (paragraph); seg 1/1; tipo heuristic
CA-00339,A-000277,v4.1,,Part 4 -Global Rules,Rule 3.2,Rule 3.2 - WhatsApp scope:,cifra,Rule 3.2,Rule 3.2 - WhatsApp scope:,,,,3.2,Rule 3.2 -  WhatsApp scope: [@body[283]/Heading4],auto-atomized from A-000277 (heading); seg 1/1; tipo heuristic
CA-00340,A-000278,v4.1,,Part 4 -Global Rules,Rule 3.2,Rule 3.2 - WhatsApp scope:,regla,Rule 3.2,Visit reminders only,,,,,"Visit reminders only. When a user books a guided visit, BES schedules two WhatsApp template messages: one 24 hours before the appointment, one 2 hours before. The messages are templated and informational; they do not require user reply. [@body[284]]",auto-atomized from A-000278 (paragraph); seg 1/3; tipo heuristic
CA-00341,A-000278,v4.1,,Part 4 -Global Rules,Rule 3.2,Rule 3.2 - WhatsApp scope:,regla,Rule 3.2,"When a user books a guided visit, BES schedules two WhatsApp template messages: one 24 hours before the appointment, one 2 hours before","When a user books a guided visit, BES schedules two WhatsApp template messages: one 24 hours before the appointment, one 2 hours before",,,24 h; 2 h,"Visit reminders only. When a user books a guided visit, BES schedules two WhatsApp template messages: one 24 hours before the appointment, one 2 hours before. The messages are templated and informational; they do not require user reply. [@body[284]]",auto-atomized from A-000278 (paragraph); seg 2/3; tipo heuristic
CA-00342,A-000278,v4.1,,Part 4 -Global Rules,Rule 3.2,Rule 3.2 - WhatsApp scope:,regla,Rule 3.2,The messages are templated and informational; they do not require user reply.,The messages are templated and informational; they do not require user reply.,,,,"Visit reminders only. When a user books a guided visit, BES schedules two WhatsApp template messages: one 24 hours before the appointment, one 2 hours before. The messages are templated and informational; they do not require user reply. [@body[284]]",auto-atomized from A-000278 (paragraph); seg 3/3; tipo heuristic
CA-00343,A-000279,v4.1,,Part 4 -Global Rules,Rule 3.2,Rule 3.2 - WhatsApp scope:,regla,Rule 3.2,Consent,,,,,"Consent. The phone number is captured during the booking flow with explicit opt-in to WhatsApp reminders. Without opt-in, no WhatsApp message is sent and the visit reminder falls back to email. [@body[285]]",auto-atomized from A-000279 (paragraph); seg 1/3; tipo heuristic
CA-00344,A-000279,v4.1,,Part 4 -Global Rules,Rule 3.2,Rule 3.2 - WhatsApp scope:,regla,Rule 3.2,The phone number is captured during the booking flow with explicit opt-in to WhatsApp reminders,,,,,"Consent. The phone number is captured during the booking flow with explicit opt-in to WhatsApp reminders. Without opt-in, no WhatsApp message is sent and the visit reminder falls back to email. [@body[285]]",auto-atomized from A-000279 (paragraph); seg 2/3; tipo heuristic
CA-00345,A-000279,v4.1,,Part 4 -Global Rules,Rule 3.2,Rule 3.2 - WhatsApp scope:,regla,Rule 3.2,"Without opt-in, no WhatsApp message is sent and the visit reminder falls back to email.",,,,,"Consent. The phone number is captured during the booking flow with explicit opt-in to WhatsApp reminders. Without opt-in, no WhatsApp message is sent and the visit reminder falls back to email. [@body[285]]",auto-atomized from A-000279 (paragraph); seg 3/3; tipo heuristic
