unit_id,tipo,pagina,encabezado,subencabezado,clausula,ubicacion_dentro_de_clausula,texto_normalizado,texto_original
A-000514,table_cell,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,table@body[499]/r[0]/c[1],Question,Question
A-000515,table_cell,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,table@body[499]/r[0]/c[3],Type,Type
A-000516,table_cell,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,table@body[499]/r[0]/c[4],Options,Options
A-000517,table_cell,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,table@body[499]/r[2]/c[0],P1-Goal,P1-Goal
A-000518,table_cell,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,table@body[499]/r[2]/c[1],(lQUe te,(lQUe te
A-000519,table_cell,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,table@body[499]/r[2]/c[2],trae a,trae a
A-000520,table_cell,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,table@body[499]/r[2]/c[3],"Single-select,","Single-select,"
A-000521,table_cell,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,table@body[499]/r[2]/c[4],Empezar a moverme ·( Salud y,Empezar  a moverme ·( Salud y
A-000522,paragraph,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,body[503],Sports World?),Sports  World?)
A-000523,paragraph,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,body[504],required,required
A-000524,paragraph,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,body[512],P2-,P2-
A-000525,paragraph,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,body[513],Composition,Composition
A-000526,paragraph,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,body[516],"( l Vas a ent renarSingle-select, solo o con tu required familia?)","( l Vas a ent renarSingle-select, solo o con tu required familia?)"
A-000527,textbox_paragraph,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,body[516]/txbx[0]/p[1],bienestar) • Tonificar • ( Ganar fuerza)· Bajar de peso •,bienestar) • Tonificar • ( Ganar fuerza)· Bajar de peso •
A-000528,textbox_paragraph,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,body[516]/txbx[0]/p[2],Recuperarme de pausa o lesion,Recuperarme de pausa o lesion
A-000529,paragraph,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,body[518],P3-Level,P3-Level
A-000530,textbox_paragraph,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,body[518]/txbx[0]/p[0],Solo yo • Yo + pareja ·(Yo + hijos en Fi tKidz )· Toda lafamilia,Solo yo • Yo + pareja ·(Yo + hijos en Fi tKidz )· Toda lafamilia
A-000531,textbox_paragraph,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,body[518]/txbx[0]/p[1],Solo mis hijos en FitKidz,Solo mis hijos en FitKidz
A-000532,paragraph,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,body[521],"( lCual es tuSingle-select,","( lCual es  tuSingle-select,"
A-000533,paragraph,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,body[522],ni vel?)required,ni vel?)required
A-000534,textbox_paragraph,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,body[527]/txbx[0]/p[0],Principiante • Intermedio • Avanzado ·( Regreso despues de,Principiante • Intermedio • Avanzado ·( Regreso despues de
A-000535,paragraph,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,body[528],pausa),pausa)
A-000536,paragraph,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,body[534],P4-,P4-
A-000537,paragraph,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,body[535],Movement type,Movement type
A-000538,paragraph,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,body[538],(lQue tipo de movimiento te gusta mas?),(lQue tipo de movimiento te gusta mas?)
A-000539,paragraph,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,body[541],"Multi-select,max(Movimiento tranquilo y","Multi-select,max(Movimiento  tranquilo  y"
A-000540,paragraph,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,body[542],2consciente)·(Cardio sostenido sin sal tos)·( Cardio in ten so con,2consciente)·(Cardio sostenido sin sal tos)·( Cardio in ten so con
A-000541,paragraph,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,body[543],sal tos)·( Levan tarpesas y entrenar fuerza)·(Deportes,sal tos)·( Levan tarpesas y entrenar fuerza)·(Deportes
A-000542,textbox_paragraph,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,body[543]/txbx[0]/p[0],acuaticos) • No ten go p refe rencia,acuaticos) • No ten go p refe rencia
A-000543,paragraph,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,body[550],PS-Format,PS-Format
A-000544,paragraph,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,body[553],"(lC6mo prefieresSingle-select,","(lC6mo prefieresSingle-select,"
A-000545,paragraph,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,body[554],entrenar?)required,entrenar?)required
A-000546,textbox_paragraph,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,body[554]/txbx[0]/p[0],En clase con grupo • ( Par mi cuenta)· Con personal trainer,En clase con grupo • ( Par mi cuenta)· Con personal trainer
A-000547,textbox_paragraph,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,body[554]/txbx[0]/p[1],Mezcla,Mezcla
A-000548,paragraph,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,body[562],P6-,P6-
A-000549,paragraph,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,body[563],Frequency,Frequency
A-000550,paragraph,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,body[564],(lcuantas veces a lasemana piensas entrenar?),(lcuantas veces a lasemana piensas entrenar?)
A-000551,paragraph,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,body[565],"Single-select,•","Single-select,•"
A-000552,paragraph,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,body[566],required,required
A-000553,textbox_paragraph,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,body[566]/txbx[0]/p[0],1-2 veces • 3-4veces,1-2 veces • 3-4veces
A-000554,textbox_paragraph,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,body[566]/txbx[0]/p[1],Todos lasdias,Todos lasdias
A-000555,textbox_paragraph,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,body[566]/txbx[1]/p[0],5 o mas,5 o mas
A-000556,paragraph,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,body[572],P7-,P7-
A-000557,paragraph,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,body[573],Schedule,Schedule
A-000558,paragraph,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,body[576],"(lQue horario teMulti-select,max","(lQue  horario  teMulti-select,max"
A-000559,paragraph,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,body[577],funciona?)2,funciona?)2
A-000560,textbox_paragraph,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,body[577]/txbx[0]/p[0],Antes de 7 AM • Mariana (7-12) Mediodia (12-3) • Tarde ( 3-7) Noche ( despues de 7) •( Fines de,Antes de 7 AM • Mariana (7-12) Mediodia (12-3) • Tarde ( 3-7) Noche ( despues de 7) •( Fines de
A-000561,paragraph,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,body[579],semana),semana)
A-000562,textbox_paragraph,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,body[579]/txbx[0]/p[0],Ce rcade mi casa • ( Ce rcade mi,Ce rcade mi casa • ( Ce rcade mi
A-000563,textbox_paragraph,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,body[579]/txbx[0]/p[1],trabajo)· Ambos • No me importa,trabajo)· Ambos • No me importa
A-000564,paragraph,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,body[581],PS-,PS-
A-000565,paragraph,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,body[582],Geography intent,Geography intent
A-000566,paragraph,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,body[583],(lBuscas el gimnasio cerca de tucasa ode tu trabajo?),(lBuscas el gimnasio cerca de tucasa ode tu trabajo?)
A-000567,paragraph,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,body[584],"Single-select, required","Single-select, required"
A-000568,table_cell,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,table@body[589]/r[0]/c[0],Code,Code
A-000569,table_cell,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,table@body[589]/r[0]/c[1],Question,Question
A-000570,table_cell,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,table@body[589]/r[0]/c[2],Type,Type
A-000571,table_cell,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,table@body[589]/r[0]/c[3],Options,Options
A-000572,table_cell,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,table@body[589]/r[1]/c[0],P9 - Specific geography,P9 - Specific geography
A-000573,table_cell,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,table@body[589]/r[1]/c[1],lD6nde queda?,lD6nde queda?
A-000574,table_cell,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,table@body[589]/r[1]/c[2],Open text with SEPOMEXautocomplete,Open text with SEPOMEXautocomplete
A-000575,table_cell,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,table@body[589]/r[1]/c[3],"Neighborhood, state, ZIP","Neighborhood, state, ZIP"
A-000576,table_cell,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,table@body[589]/r[2]/c[0],P10-Health,P10-Health
A-000577,table_cell,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,table@body[589]/r[2]/c[1],(Friendly version of,(Friendly version of
A-000578,table_cell,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,table@body[589]/r[2]/c[2],"Multi-select,","Multi-select,"
A-000579,table_cell,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,table@body[589]/r[2]/c[3],Several health-condition options,Several health-condition options
A-000580,table_cell,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,table@body[589]/r[3]/c[1],thePAR-Q),thePAR-Q)
A-000581,table_cell,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,table@body[589]/r[3]/c[2],default [ nothing,default [ nothing
A-000582,table_cell,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,table@body[589]/r[5]/c[2],relevant],relevant]
A-000583,heading,,Part 4 -Global Rules,Rule 19 - The 12-question variant for weight loss,Rule 19,body[590]/Heading4,Rule 19 - The 12-question variant for weight loss,Rule 19 -  The 12-question variant for weight loss
A-000584,paragraph,,Part 4 -Global Rules,Rule 19 - The 12-question variant for weight loss,Rule 19,body[591],"When the user answers Pl= Ba jardepeso, thequestionnaire switches to its 12-question variant. The variant:","When the user answers Pl= Ba jardepeso, thequestionnaire switches to its 12-question variant. The variant:"
